proto,saddr,daddr,state,dttl,shops,sload,srate,dtcpb,label
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,,,,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,,,,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,,,,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,,,,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,,,,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,24,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,19,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,20,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,21,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,16,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,15,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,23,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,5,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,7,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,26,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,10,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,18,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,11,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,14,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,12,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,13,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,27,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,6,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,17,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,8,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,9,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,22,0,0,0,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,25,0,0,0,Attack
